customer_id,age_group,income_level,occupation,risk_tolerance,transaction_date,transaction_month,products,product_categories,total_amount
C0324,36-40,中,自由职业,保守型,2025-01-19,2025-01,"定期存款,信用卡,国债","存款类,信贷类,投资类",202433
C0377,31-35,中,公务员,稳健型,2025-03-02,2025-03,股票,投资类,53494
C0204,25-30,高,自由职业,进取型,2025-09-15,2025-09,"基金,年金,定期存款","投资类,保障类,存款类",402565
C0208,41-45,中,企业职员,稳健型,2025-05-05,2025-05,"外汇,理财产品,消费贷款","投资类,投资类,信贷类",520462
C0089,36-40,低,企业职员,稳健型,2025-07-06,2025-07,"信用卡,活期存款,消费贷款","信贷类,存款类,信贷类",95835
C0171,41-45,中,企业职员,稳健型,2025-09-29,2025-09,"基金,保险,消费贷款","投资类,保障类,信贷类",391882
C0349,31-35,中,企业职员,进取型,2025-11-17,2025-11,"信用卡,股票,理财产品,外汇","信贷类,投资类,投资类,投资类",194627
C0253,31-35,中,企业职员,进取型,2025-05-02,2025-05,"活期存款,定期存款","存款类,存款类",95269
C0218,41-45,高,公务员,稳健型,2025-08-29,2025-08,"保险,国债","保障类,投资类",742967
C0480,41-45,中,公务员,稳健型,2025-02-04,2025-02,"活期存款,理财产品,年金,基金,消费贷款","存款类,投资类,保障类,投资类,信贷类",570895
C0239,31-35,高,公务员,稳健型,2025-09-25,2025-09,"消费贷款,信用卡,定期存款","信贷类,信贷类,存款类",263136
C0474,41-45,中,公务员,稳健型,2025-08-15,2025-08,"住房贷款,保险,基金","信贷类,保障类,投资类",116934
C0309,31-35,低,个体户,保守型,2025-02-28,2025-02,"活期存款,大额存单,保险,信用卡,国债","存款类,存款类,保障类,信贷类,投资类",136171
C0291,41-45,低,企业职员,稳健型,2025-06-29,2025-06,"信用卡,保险,定期存款,住房贷款","信贷类,保障类,存款类,信贷类",82187
C0059,36-40,中,企业职员,稳健型,2025-02-27,2025-02,"活期存款,理财产品,国债,基金,信用卡","存款类,投资类,投资类,投资类,信贷类",483867
C0418,25-30,中,企业职员,进取型,2025-09-22,2025-09,保险,保障类,8798
C0134,46-50,中,退休人员,进取型,2025-04-24,2025-04,"活期存款,信用卡,保险,基金","存款类,信贷类,保障类,投资类",294638
C0252,41-45,高,个体户,进取型,2025-05-20,2025-05,"消费贷款,信托,理财产品,活期存款","信贷类,投资类,投资类,存款类",1129941
C0257,46-50,中,退休人员,进取型,2025-10-27,2025-10,"住房贷款,保险,年金,外汇","信贷类,保障类,保障类,投资类",167821
C0009,25-30,高,退休人员,进取型,2025-04-04,2025-04,"外汇,信托","投资类,投资类",504450
C0495,31-35,中,自由职业,进取型,2025-03-03,2025-03,"基金,活期存款","投资类,存款类",157774
C0260,31-35,高,企业职员,稳健型,2025-03-13,2025-03,"理财产品,国债","投资类,投资类",260038
C0173,41-45,中,企业职员,稳健型,2025-08-07,2025-08,活期存款,存款类,81981
C0418,25-30,中,企业职员,进取型,2025-04-18,2025-04,"住房贷款,信用卡","信贷类,信贷类",496484
C0128,46-50,高,个体户,稳健型,2025-11-22,2025-11,"信用卡,基金","信贷类,投资类",305473
C0080,36-40,低,企业职员,保守型,2025-05-14,2025-05,"保险,贵金属,消费贷款","保障类,投资类,信贷类",178768
C0435,36-40,低,企业职员,保守型,2025-03-06,2025-03,"保险,国债,股票","保障类,投资类,投资类",74321
C0423,36-40,高,企业职员,进取型,2025-03-13,2025-03,"理财产品,国债","投资类,投资类",763276
C0092,46-50,中,退休人员,进取型,2025-07-11,2025-07,"股票,消费贷款","投资类,信贷类",195075
C0112,41-45,高,退休人员,进取型,2025-09-08,2025-09,"基金,理财产品,年金","投资类,投资类,保障类",315807
C0375,36-40,中,企业职员,进取型,2025-02-14,2025-02,"基金,信用卡,活期存款,国债","投资类,信贷类,存款类,投资类",405974
C0425,25-30,低,退休人员,稳健型,2025-05-11,2025-05,"股票,保险","投资类,保障类",54612
C0186,36-40,中,个体户,稳健型,2025-06-17,2025-06,住房贷款,信贷类,54428
C0255,31-35,中,自由职业,保守型,2025-01-11,2025-01,定期存款,存款类,36493
C0032,31-35,中,自由职业,进取型,2025-01-28,2025-01,"股票,活期存款","投资类,存款类",243680
C0318,36-40,中,个体户,进取型,2025-10-10,2025-10,"外汇,基金","投资类,投资类",162322
C0430,25-30,中,退休人员,保守型,2025-05-22,2025-05,"活期存款,信用卡,保险,国债","存款类,信贷类,保障类,投资类",242170
C0419,41-45,高,个体户,稳健型,2025-03-29,2025-03,"理财产品,消费贷款,信用卡,大额存单,年金","投资类,信贷类,信贷类,存款类,保障类",517217
C0232,36-40,低,企业职员,稳健型,2025-04-03,2025-04,"股票,信用卡,活期存款","投资类,信贷类,存款类",78843
C0009,25-30,高,退休人员,进取型,2025-01-24,2025-01,"保险,活期存款,股票,理财产品,基金","保障类,存款类,投资类,投资类,投资类",754194
C0391,31-35,中,个体户,稳健型,2025-09-16,2025-09,"理财产品,住房贷款","投资类,信贷类",235729
C0413,41-45,高,企业职员,稳健型,2025-09-30,2025-09,"信用卡,大额存单,定期存款","信贷类,存款类,存款类",611109
C0170,25-30,低,退休人员,进取型,2025-02-08,2025-02,"理财产品,消费贷款","投资类,信贷类",132295
C0325,31-35,低,公务员,稳健型,2025-06-28,2025-06,"信用卡,保险,活期存款","信贷类,保障类,存款类",245353
C0149,31-35,中,自由职业,稳健型,2025-01-25,2025-01,"活期存款,国债,信用卡,理财产品,定期存款","存款类,投资类,信贷类,投资类,存款类",587600
C0197,31-35,高,公务员,稳健型,2025-10-13,2025-10,"国债,理财产品,信用卡,年金","投资类,投资类,信贷类,保障类",610239
C0234,46-50,中,企业职员,稳健型,2025-03-04,2025-03,"大额存单,保险","存款类,保障类",91567
C0057,31-35,中,退休人员,稳健型,2025-04-30,2025-04,"理财产品,活期存款,股票,基金","投资类,存款类,投资类,投资类",264440
C0494,31-35,中,企业职员,进取型,2025-07-14,2025-07,"理财产品,基金,信托,活期存款,股票","投资类,投资类,投资类,存款类,投资类",398189
C0412,25-30,中,企业职员,进取型,2025-09-16,2025-09,"贵金属,外汇,活期存款","投资类,投资类,存款类",150875
C0495,31-35,中,自由职业,进取型,2025-10-09,2025-10,"年金,信用卡,基金","保障类,信贷类,投资类",160291
C0105,31-35,中,个体户,进取型,2025-02-16,2025-02,"基金,国债","投资类,投资类",144618
C0486,25-30,低,个体户,稳健型,2025-05-20,2025-05,"国债,保险,活期存款,信用卡","投资类,保障类,存款类,信贷类",231886
C0096,25-30,中,公务员,进取型,2025-03-30,2025-03,"理财产品,保险,信托,活期存款","投资类,保障类,投资类,存款类",241112
C0394,41-45,高,企业职员,保守型,2025-05-23,2025-05,"大额存单,理财产品,基金,贵金属","存款类,投资类,投资类,投资类",525217
C0250,46-50,低,退休人员,保守型,2025-05-20,2025-05,"年金,消费贷款,股票","保障类,信贷类,投资类",80588
C0132,41-45,中,公务员,稳健型,2025-05-24,2025-05,"基金,住房贷款,活期存款,信用卡,消费贷款","投资类,信贷类,存款类,信贷类,信贷类",310231
C0055,31-35,高,公务员,进取型,2025-01-31,2025-01,信托,投资类,166590
C0156,31-35,中,企业职员,稳健型,2025-05-27,2025-05,活期存款,存款类,33921
C0399,25-30,低,个体户,稳健型,2025-11-02,2025-11,"理财产品,活期存款,定期存款","投资类,存款类,存款类",86352
C0296,46-50,中,个体户,进取型,2025-12-19,2025-12,"活期存款,国债","存款类,投资类",158042
C0236,31-35,中,个体户,进取型,2025-07-19,2025-07,"国债,消费贷款,信用卡","投资类,信贷类,信贷类",189917
C0091,31-35,中,公务员,稳健型,2025-07-11,2025-07,"活期存款,年金,信用卡","存款类,保障类,信贷类",92975
C0117,46-50,中,企业职员,进取型,2025-08-15,2025-08,"信用卡,国债,保险,基金","信贷类,投资类,保障类,投资类",322970
C0204,25-30,高,自由职业,进取型,2025-06-21,2025-06,"基金,理财产品,股票","投资类,投资类,投资类",463390
C0328,31-35,高,企业职员,进取型,2025-11-25,2025-11,"基金,活期存款,国债,股票,定期存款","投资类,存款类,投资类,投资类,存款类",3163469
C0465,41-45,中,自由职业,稳健型,2025-11-30,2025-11,"理财产品,定期存款,保险,股票","投资类,存款类,保障类,投资类",276692
C0372,31-35,中,企业职员,稳健型,2025-08-23,2025-08,"信用卡,活期存款,基金,定期存款","信贷类,存款类,投资类,存款类",235570
C0006,36-40,低,企业职员,保守型,2025-11-05,2025-11,"活期存款,定期存款","存款类,存款类",80723
C0222,41-45,中,个体户,保守型,2025-02-21,2025-02,"活期存款,理财产品","存款类,投资类",116250
C0106,41-45,高,企业职员,稳健型,2025-11-05,2025-11,理财产品,投资类,161380
C0250,46-50,低,退休人员,保守型,2025-08-12,2025-08,"大额存单,活期存款","存款类,存款类",39836
C0058,41-45,高,个体户,进取型,2025-04-03,2025-04,"基金,理财产品,定期存款,股票","投资类,投资类,存款类,投资类",644093
C0034,25-30,低,自由职业,保守型,2025-07-27,2025-07,"理财产品,信用卡","投资类,信贷类",152528
C0300,46-50,高,自由职业,保守型,2025-10-03,2025-10,"理财产品,国债,活期存款","投资类,投资类,存款类",450648
C0045,36-40,中,自由职业,保守型,2025-11-13,2025-11,"定期存款,大额存单","存款类,存款类",209319
C0318,36-40,中,个体户,进取型,2025-10-01,2025-10,"活期存款,股票,国债,信用卡,贵金属","存款类,投资类,投资类,信贷类,投资类",413907
C0149,31-35,中,自由职业,稳健型,2025-09-23,2025-09,"股票,活期存款,保险,理财产品,定期存款","投资类,存款类,保障类,投资类,存款类",946892
C0232,36-40,低,企业职员,稳健型,2025-02-15,2025-02,"活期存款,保险,基金","存款类,保障类,投资类",205200
C0333,36-40,中,公务员,稳健型,2025-11-28,2025-11,"活期存款,消费贷款,定期存款","存款类,信贷类,存款类",97272
C0141,41-45,中,企业职员,保守型,2025-11-30,2025-11,"理财产品,活期存款,定期存款","投资类,存款类,存款类",342596
C0399,25-30,低,个体户,稳健型,2025-09-17,2025-09,理财产品,投资类,94422
C0418,25-30,中,企业职员,进取型,2025-04-05,2025-04,"理财产品,贵金属,股票,活期存款","投资类,投资类,投资类,存款类",295042
C0126,36-40,中,企业职员,进取型,2025-09-08,2025-09,基金,投资类,189478
C0285,41-45,中,公务员,稳健型,2025-05-16,2025-05,活期存款,存款类,53786
C0050,41-45,高,自由职业,进取型,2025-09-15,2025-09,"活期存款,年金","存款类,保障类",397879
C0428,36-40,中,企业职员,保守型,2025-08-28,2025-08,"信用卡,国债,基金,保险","信贷类,投资类,投资类,保障类",326995
C0103,46-50,低,公务员,进取型,2025-08-14,2025-08,理财产品,投资类,53687
C0264,46-50,高,退休人员,稳健型,2025-07-08,2025-07,"理财产品,保险,消费贷款","投资类,保障类,信贷类",256431
C0343,31-35,中,退休人员,保守型,2025-02-09,2025-02,"定期存款,信用卡","存款类,信贷类",176087
C0481,36-40,低,公务员,保守型,2025-11-14,2025-11,"活期存款,国债,大额存单,年金","存款类,投资类,存款类,保障类",160297
C0223,25-30,低,个体户,进取型,2025-07-20,2025-07,"消费贷款,信用卡,基金","信贷类,信贷类,投资类",242886
C0271,41-45,低,公务员,进取型,2025-11-17,2025-11,"理财产品,定期存款","投资类,存款类",117858
C0077,41-45,高,公务员,稳健型,2025-05-15,2025-05,"大额存单,保险","存款类,保障类",330095
C0287,31-35,高,个体户,进取型,2025-09-13,2025-09,"信托,信用卡","投资类,信贷类",760341
C0419,41-45,高,个体户,稳健型,2025-06-28,2025-06,"股票,国债,活期存款","投资类,投资类,存款类",1150920
C0480,41-45,中,公务员,稳健型,2025-03-20,2025-03,"保险,信用卡","保障类,信贷类",791188
C0020,41-45,低,公务员,保守型,2025-11-11,2025-11,年金,保障类,9412
C0083,36-40,中,企业职员,进取型,2025-09-26,2025-09,保险,保障类,37202
C0006,36-40,低,企业职员,保守型,2025-12-19,2025-12,"定期存款,保险,信用卡","存款类,保障类,信贷类",183480
C0062,25-30,高,企业职员,进取型,2025-09-20,2025-09,活期存款,存款类,102798
C0436,41-45,高,个体户,保守型,2025-01-26,2025-01,"基金,活期存款","投资类,存款类",167552
C0246,31-35,高,企业职员,保守型,2025-03-22,2025-03,"国债,住房贷款,活期存款","投资类,信贷类,存款类",504766
C0310,41-45,中,退休人员,保守型,2025-01-26,2025-01,"理财产品,住房贷款,消费贷款","投资类,信贷类,信贷类",173413
C0054,36-40,中,个体户,保守型,2025-06-17,2025-06,"消费贷款,信用卡,定期存款","信贷类,信贷类,存款类",153433
C0016,31-35,中,自由职业,稳健型,2025-12-26,2025-12,"大额存单,股票,活期存款","存款类,投资类,存款类",372812
C0342,41-45,低,个体户,进取型,2025-11-16,2025-11,"保险,股票,活期存款,消费贷款","保障类,投资类,存款类,信贷类",237828
C0303,31-35,高,公务员,稳健型,2025-11-10,2025-11,"贵金属,信用卡,活期存款","投资类,信贷类,存款类",421590
C0360,31-35,高,企业职员,进取型,2025-04-21,2025-04,基金,投资类,80416
C0057,31-35,中,退休人员,稳健型,2025-09-08,2025-09,"股票,信用卡,定期存款,活期存款","投资类,信贷类,存款类,存款类",139055
C0316,31-35,高,企业职员,稳健型,2025-09-04,2025-09,"信用卡,大额存单,活期存款","信贷类,存款类,存款类",1345522
C0055,31-35,高,公务员,进取型,2025-04-18,2025-04,"基金,信用卡","投资类,信贷类",394062
C0346,31-35,中,退休人员,稳健型,2025-09-05,2025-09,"大额存单,国债,保险,股票,信用卡","存款类,投资类,保障类,投资类,信贷类",666941
C0202,36-40,高,自由职业,进取型,2025-09-07,2025-09,"活期存款,定期存款,国债","存款类,存款类,投资类",235024
C0162,25-30,高,公务员,进取型,2025-02-11,2025-02,"贵金属,理财产品,外汇,基金","投资类,投资类,投资类,投资类",568612
C0355,25-30,低,企业职员,进取型,2025-04-03,2025-04,"国债,基金","投资类,投资类",52609
C0494,31-35,中,企业职员,进取型,2025-01-24,2025-01,活期存款,存款类,30351
C0229,36-40,中,公务员,稳健型,2025-01-20,2025-01,"定期存款,信用卡","存款类,信贷类",146717
C0193,31-35,高,企业职员,进取型,2025-03-14,2025-03,"活期存款,信托","存款类,投资类",579641
C0115,25-30,中,企业职员,保守型,2025-01-13,2025-01,消费贷款,信贷类,141819
C0155,25-30,低,自由职业,稳健型,2025-09-05,2025-09,"消费贷款,年金,贵金属","信贷类,保障类,投资类",145500
C0398,36-40,高,个体户,进取型,2025-04-22,2025-04,"基金,定期存款,信托","投资类,存款类,投资类",515095
C0417,46-50,高,企业职员,进取型,2025-12-21,2025-12,"国债,理财产品,基金","投资类,投资类,投资类",435722
C0428,36-40,中,企业职员,保守型,2025-07-09,2025-07,"理财产品,定期存款,信用卡","投资类,存款类,信贷类",101484
C0219,36-40,中,企业职员,保守型,2025-10-24,2025-10,活期存款,存款类,121370
C0084,25-30,低,企业职员,保守型,2025-06-05,2025-06,"活期存款,信用卡","存款类,信贷类",55524
C0352,36-40,中,自由职业,进取型,2025-06-04,2025-06,"理财产品,信托,保险","投资类,投资类,保障类",240509
C0277,46-50,低,公务员,稳健型,2025-01-14,2025-01,"活期存款,保险","存款类,保障类",20131
C0431,25-30,低,企业职员,保守型,2025-01-30,2025-01,"定期存款,信用卡","存款类,信贷类",55632
C0015,25-30,低,企业职员,保守型,2025-09-16,2025-09,"定期存款,信用卡","存款类,信贷类",75702
C0325,31-35,低,公务员,稳健型,2025-11-16,2025-11,"定期存款,年金","存款类,保障类",83230
C0334,31-35,高,退休人员,进取型,2025-12-23,2025-12,"住房贷款,贵金属,理财产品,信用卡","信贷类,投资类,投资类,信贷类",1261723
C0004,41-45,中,企业职员,保守型,2025-02-13,2025-02,"国债,年金,消费贷款","投资类,保障类,信贷类",365480
C0464,41-45,高,退休人员,稳健型,2025-12-01,2025-12,"国债,活期存款,股票","投资类,存款类,投资类",391190
C0190,36-40,中,自由职业,进取型,2025-04-06,2025-04,"股票,信用卡,基金,理财产品","投资类,信贷类,投资类,投资类",555027
C0408,25-30,中,个体户,稳健型,2025-06-30,2025-06,"信用卡,消费贷款,理财产品","信贷类,信贷类,投资类",304552
C0272,46-50,中,个体户,保守型,2025-11-18,2025-11,"基金,活期存款,住房贷款,信用卡,年金","投资类,存款类,信贷类,信贷类,保障类",372848
C0221,31-35,中,企业职员,保守型,2025-12-18,2025-12,"国债,保险","投资类,保障类",93713
C0443,31-35,中,公务员,进取型,2025-03-30,2025-03,"基金,理财产品,贵金属","投资类,投资类,投资类",242602
C0246,31-35,高,企业职员,保守型,2025-05-24,2025-05,"基金,定期存款","投资类,存款类",304337
C0053,25-30,低,公务员,稳健型,2025-11-25,2025-11,"定期存款,信用卡,年金,国债","存款类,信贷类,保障类,投资类",176873
C0467,46-50,高,企业职员,稳健型,2025-03-07,2025-03,"年金,国债,定期存款,活期存款","保障类,投资类,存款类,存款类",447906
C0356,31-35,中,企业职员,保守型,2025-11-15,2025-11,定期存款,存款类,11156
C0474,41-45,中,公务员,稳健型,2025-03-12,2025-03,"信用卡,定期存款,基金,国债","信贷类,存款类,投资类,投资类",467807
C0088,31-35,中,公务员,进取型,2025-05-31,2025-05,保险,保障类,16402
C0091,31-35,中,公务员,稳健型,2025-09-16,2025-09,"理财产品,定期存款,基金","投资类,存款类,投资类",191031
C0345,36-40,中,企业职员,稳健型,2025-11-06,2025-11,"保险,活期存款,基金","保障类,存款类,投资类",109050
C0016,31-35,中,自由职业,稳健型,2025-04-04,2025-04,"股票,消费贷款,国债","投资类,信贷类,投资类",500849
C0314,25-30,低,公务员,保守型,2025-10-03,2025-10,"信用卡,定期存款,年金,大额存单","信贷类,存款类,保障类,存款类",61082
C0374,31-35,低,公务员,稳健型,2025-10-31,2025-10,"基金,信用卡,活期存款","投资类,信贷类,存款类",338002
C0242,31-35,中,个体户,稳健型,2025-06-30,2025-06,"信用卡,大额存单","信贷类,存款类",46027
C0253,31-35,中,企业职员,进取型,2025-03-01,2025-03,"信用卡,基金,住房贷款","信贷类,投资类,信贷类",190140
C0346,31-35,中,退休人员,稳健型,2025-05-12,2025-05,"保险,年金","保障类,保障类",42038
C0016,31-35,中,自由职业,稳健型,2025-01-22,2025-01,"活期存款,定期存款,理财产品","存款类,存款类,投资类",428180
C0263,41-45,低,自由职业,稳健型,2025-02-20,2025-02,理财产品,投资类,96649
C0476,36-40,低,个体户,保守型,2025-09-23,2025-09,年金,保障类,26482
C0438,41-45,低,公务员,保守型,2025-12-09,2025-12,活期存款,存款类,27893
C0356,31-35,中,企业职员,保守型,2025-10-03,2025-10,大额存单,存款类,5208
C0006,36-40,低,企业职员,保守型,2025-08-08,2025-08,"基金,理财产品,消费贷款","投资类,投资类,信贷类",123752
C0012,31-35,中,企业职员,稳健型,2025-07-28,2025-07,"基金,活期存款","投资类,存款类",314820
C0357,46-50,高,企业职员,进取型,2025-10-27,2025-10,"股票,活期存款,保险","投资类,存款类,保障类",397750
C0010,31-35,低,个体户,保守型,2025-01-29,2025-01,"国债,理财产品,大额存单","投资类,投资类,存款类",126607
C0348,46-50,中,企业职员,保守型,2025-03-18,2025-03,"活期存款,住房贷款,消费贷款,信用卡","存款类,信贷类,信贷类,信贷类",387934
C0329,36-40,高,公务员,进取型,2025-03-19,2025-03,"活期存款,国债,大额存单,理财产品","存款类,投资类,存款类,投资类",239837
C0215,25-30,中,公务员,保守型,2025-03-27,2025-03,"信用卡,活期存款,保险","信贷类,存款类,保障类",104530
C0382,36-40,中,企业职员,稳健型,2025-03-07,2025-03,"外汇,大额存单","投资类,存款类",315545
C0314,25-30,低,公务员,保守型,2025-03-20,2025-03,"国债,定期存款,保险,年金","投资类,存款类,保障类,保障类",96159
C0271,41-45,低,公务员,进取型,2025-04-24,2025-04,"定期存款,大额存单,保险,基金","存款类,存款类,保障类,投资类",83514
C0062,25-30,高,企业职员,进取型,2025-03-26,2025-03,"基金,活期存款","投资类,存款类",170231
C0060,31-35,低,公务员,保守型,2025-03-29,2025-03,"基金,信用卡,保险","投资类,信贷类,保障类",72922
C0215,25-30,中,公务员,保守型,2025-10-13,2025-10,"大额存单,定期存款,理财产品","存款类,存款类,投资类",379647
C0306,46-50,低,公务员,进取型,2025-02-20,2025-02,"定期存款,信用卡","存款类,信贷类",29804
C0375,36-40,中,企业职员,进取型,2025-04-17,2025-04,"信用卡,保险,理财产品,定期存款,基金","信贷类,保障类,投资类,存款类,投资类",482798
C0176,36-40,低,企业职员,保守型,2025-12-03,2025-12,理财产品,投资类,50065
C0275,31-35,低,个体户,保守型,2025-03-05,2025-03,"活期存款,保险,定期存款","存款类,保障类,存款类",56465
C0017,31-35,中,企业职员,进取型,2025-10-23,2025-10,"活期存款,基金","存款类,投资类",228278
C0369,41-45,中,企业职员,稳健型,2025-01-29,2025-01,"定期存款,大额存单,活期存款","存款类,存款类,存款类",139560
C0117,46-50,中,企业职员,进取型,2025-10-07,2025-10,"消费贷款,大额存单,外汇","信贷类,存款类,投资类",303374
C0233,36-40,中,企业职员,进取型,2025-08-04,2025-08,"保险,活期存款","保障类,存款类",98205
C0093,31-35,低,企业职员,保守型,2025-12-05,2025-12,"保险,基金,理财产品","保障类,投资类,投资类",61947
C0283,31-35,中,个体户,稳健型,2025-03-12,2025-03,"理财产品,年金,活期存款","投资类,保障类,存款类",122882
C0385,31-35,中,企业职员,稳健型,2025-03-31,2025-03,"活期存款,保险","存款类,保障类",80317
C0410,31-35,低,退休人员,进取型,2025-01-03,2025-01,"国债,活期存款,基金,理财产品,年金","投资类,存款类,投资类,投资类,保障类",183763
C0332,46-50,中,企业职员,进取型,2025-08-26,2025-08,"国债,定期存款","投资类,存款类",139596
C0104,46-50,中,个体户,稳健型,2025-07-05,2025-07,"股票,定期存款,大额存单","投资类,存款类,存款类",190860
C0050,41-45,高,自由职业,进取型,2025-09-18,2025-09,"定期存款,理财产品","存款类,投资类",1200571
C0144,31-35,中,自由职业,进取型,2025-03-01,2025-03,"理财产品,信用卡,基金","投资类,信贷类,投资类",559435
C0080,36-40,低,企业职员,保守型,2025-08-03,2025-08,"国债,理财产品,年金","投资类,投资类,保障类",48099
C0191,31-35,中,企业职员,稳健型,2025-10-25,2025-10,"保险,信托","保障类,投资类",48508
C0122,36-40,高,企业职员,稳健型,2025-02-13,2025-02,"住房贷款,大额存单,活期存款","信贷类,存款类,存款类",720853
C0437,36-40,中,企业职员,稳健型,2025-07-20,2025-07,保险,保障类,54801
C0331,31-35,低,自由职业,保守型,2025-09-24,2025-09,"活期存款,信用卡,定期存款,基金","存款类,信贷类,存款类,投资类",191230
C0327,41-45,高,个体户,进取型,2025-07-29,2025-07,"住房贷款,基金,国债","信贷类,投资类,投资类",192483
C0314,25-30,低,公务员,保守型,2025-04-19,2025-04,活期存款,存款类,67585
C0456,31-35,低,公务员,稳健型,2025-10-15,2025-10,活期存款,存款类,73176
C0340,46-50,中,企业职员,稳健型,2025-10-28,2025-10,"活期存款,股票,保险","存款类,投资类,保障类",120285
C0152,25-30,中,企业职员,稳健型,2025-05-12,2025-05,"理财产品,基金,定期存款","投资类,投资类,存款类",163473
C0057,31-35,中,退休人员,稳健型,2025-05-22,2025-05,活期存款,存款类,86026
C0071,41-45,中,公务员,保守型,2025-07-23,2025-07,基金,投资类,59459
C0362,41-45,中,个体户,进取型,2025-08-16,2025-08,"保险,信用卡,股票","保障类,信贷类,投资类",263727
C0386,41-45,低,公务员,保守型,2025-02-25,2025-02,"保险,国债","保障类,投资类",59532
C0489,36-40,高,退休人员,进取型,2025-03-27,2025-03,住房贷款,信贷类,134349
C0079,25-30,高,自由职业,进取型,2025-07-05,2025-07,"信用卡,信托","信贷类,投资类",562876
C0361,46-50,低,自由职业,保守型,2025-05-08,2025-05,"活期存款,信用卡,国债","存款类,信贷类,投资类",126592
C0119,25-30,高,公务员,进取型,2025-12-23,2025-12,"股票,外汇","投资类,投资类",188351
C0231,41-45,中,自由职业,进取型,2025-11-29,2025-11,"保险,大额存单","保障类,存款类",134521
C0470,36-40,中,企业职员,稳健型,2025-07-13,2025-07,"基金,信用卡","投资类,信贷类",453549
C0104,46-50,中,个体户,稳健型,2025-02-03,2025-02,"消费贷款,定期存款,保险","信贷类,存款类,保障类",387668
C0423,36-40,高,企业职员,进取型,2025-03-04,2025-03,"理财产品,住房贷款,年金","投资类,信贷类,保障类",680509
C0282,36-40,中,企业职员,稳健型,2025-01-28,2025-01,"保险,基金,理财产品,消费贷款","保障类,投资类,投资类,信贷类",323599
C0318,36-40,中,个体户,进取型,2025-03-25,2025-03,"活期存款,年金","存款类,保障类",97926
C0078,41-45,中,公务员,保守型,2025-01-22,2025-01,"大额存单,信用卡,定期存款,基金,活期存款","存款类,信贷类,存款类,投资类,存款类",840247
C0354,31-35,低,公务员,进取型,2025-04-21,2025-04,"信用卡,基金,贵金属","信贷类,投资类,投资类",166414
C0080,36-40,低,企业职员,保守型,2025-02-08,2025-02,"保险,定期存款,活期存款,信用卡","保障类,存款类,存款类,信贷类",107009
C0249,31-35,中,企业职员,保守型,2025-04-21,2025-04,"股票,大额存单,信用卡,基金,保险","投资类,存款类,信贷类,投资类,保障类",550718
C0280,25-30,高,企业职员,保守型,2025-01-28,2025-01,"保险,活期存款,定期存款","保障类,存款类,存款类",376203
C0287,31-35,高,个体户,进取型,2025-01-19,2025-01,"国债,理财产品","投资类,投资类",188011
C0494,31-35,中,企业职员,进取型,2025-02-16,2025-02,信用卡,信贷类,165484
C0121,36-40,中,公务员,稳健型,2025-12-16,2025-12,"基金,信用卡,活期存款,保险,理财产品","投资类,信贷类,存款类,保障类,投资类",347645
C0083,36-40,中,企业职员,进取型,2025-06-08,2025-06,"消费贷款,基金","信贷类,投资类",275860
C0302,36-40,高,个体户,稳健型,2025-09-24,2025-09,"理财产品,股票,基金","投资类,投资类,投资类",974609
C0475,36-40,低,企业职员,稳健型,2025-05-16,2025-05,"贵金属,活期存款,保险,大额存单,外汇","投资类,存款类,保障类,存款类,投资类",141432
C0282,36-40,中,企业职员,稳健型,2025-08-08,2025-08,"理财产品,年金","投资类,保障类",112224
C0081,36-40,高,个体户,稳健型,2025-04-18,2025-04,理财产品,投资类,388644
C0351,31-35,低,企业职员,稳健型,2025-11-24,2025-11,"活期存款,基金,信用卡","存款类,投资类,信贷类",218745
C0378,36-40,高,自由职业,进取型,2025-04-19,2025-04,"年金,信用卡","保障类,信贷类",843297
C0183,31-35,低,企业职员,稳健型,2025-11-05,2025-11,"信用卡,股票,大额存单","信贷类,投资类,存款类",154702
C0483,36-40,低,公务员,稳健型,2025-10-30,2025-10,"住房贷款,定期存款,活期存款,理财产品","信贷类,存款类,存款类,投资类",301887
C0431,25-30,低,企业职员,保守型,2025-08-13,2025-08,"活期存款,理财产品,年金,信用卡,基金","存款类,投资类,保障类,信贷类,投资类",216962
C0283,31-35,中,个体户,稳健型,2025-06-29,2025-06,"贵金属,年金","投资类,保障类",25931
C0116,25-30,中,个体户,稳健型,2025-01-23,2025-01,"住房贷款,理财产品,保险","信贷类,投资类,保障类",121284
C0105,31-35,中,个体户,进取型,2025-06-12,2025-06,"定期存款,理财产品","存款类,投资类",102949
C0295,41-45,低,个体户,稳健型,2025-08-29,2025-08,贵金属,投资类,47721
C0027,46-50,中,公务员,进取型,2025-01-02,2025-01,"信用卡,保险","信贷类,保障类",128073
C0230,31-35,高,个体户,保守型,2025-01-28,2025-01,"定期存款,活期存款","存款类,存款类",142024
C0492,36-40,中,企业职员,稳健型,2025-09-17,2025-09,"信用卡,信托,活期存款","信贷类,投资类,存款类",143198
C0136,46-50,高,企业职员,进取型,2025-07-02,2025-07,"基金,活期存款,信用卡,年金","投资类,存款类,信贷类,保障类",615071
C0432,36-40,低,公务员,进取型,2025-02-21,2025-02,"国债,理财产品,基金","投资类,投资类,投资类",169519
C0466,41-45,高,企业职员,进取型,2025-05-20,2025-05,"股票,活期存款","投资类,存款类",184803
