age,income,debt_ratio,credit_score,months_employed,num_credit_lines,num_late_payments,loan_amount,savings_balance,employment_type,default
49,58451.09,0.5438,704.0,228,2,3,12.18,33.02,全职,0
47,52385.77,0.1855,667.0,345,6,0,16.87,15.37,全职,1
58,114788.67,0.2442,654.0,0,7,2,39.0,501.78,全职,0
47,97887.34,0.2786,733.0,318,4,1,42.16,129.55,兼职,0
44,22768.33,0.4583,654.0,216,11,2,24.17,214.31,兼职,1
30,75400.1,0.117,736.0,33,5,0,27.98,47.45,全职,0
33,92281.47,0.2381,650.0,358,4,2,30.74,56.29,全职,0
22,64840.11,0.4232,783.0,265,1,1,35.47,265.26,自雇,0
22,41452.1,0.3404,598.0,127,11,1,8.52,84.25,全职,0
55,163848.41,0.5142,632.0,211,3,1,93.11,100.71,兼职,0
53,67894.12,0.3406,672.0,262,2,1,25.01,21.95,全职,0
46,131698.72,0.3093,581.0,311,7,0,36.01,21.85,全职,1
61,96349.67,0.3718,551.0,79,5,0,10.92,70.88,兼职,1
22,61825.26,0.3112,581.0,164,1,2,17.31,79.28,全职,1
37,36685.97,0.3865,665.0,251,6,0,27.16,20.14,全职,0
60,48433.53,0.1686,667.0,11,4,2,4.74,78.14,全职,0
26,43872.53,0.1741,697.0,303,9,1,9.77,16.09,兼职,0
43,26708.59,0.2813,670.0,211,4,0,11.24,55.36,全职,0
50,67855.84,0.2825,695.0,281,9,0,7.22,12.97,全职,0
24,107331.4,0.1732,657.0,111,5,1,21.86,206.02,自雇,0
33,42228.4,0.3492,716.0,210,2,3,18.93,40.0,全职,0
47,144614.7,0.1122,710.0,238,8,0,62.74,27.29,全职,0
37,22498.61,0.6722,664.0,267,2,1,8.19,17.36,全职,0
58,83048.64,0.4706,707.0,297,7,2,24.24,15.77,自雇,0
43,113069.74,0.0828,670.0,316,9,1,9.93,84.47,全职,0
50,44266.56,0.242,604.0,57,3,0,5.08,148.98,全职,0
35,44666.17,0.0574,725.0,33,3,1,32.14,134.79,全职,0
49,82568.42,0.3529,635.0,262,6,1,34.35,220.65,兼职,0
26,63132.79,0.5647,725.0,34,7,1,31.24,313.62,兼职,0
51,18057.1,0.2462,696.0,270,2,1,7.01,142.3,全职,1
26,32154.68,0.0913,676.0,226,9,1,21.47,33.02,全职,0
33,48689.82,0.3637,586.0,24,5,1,32.39,64.68,兼职,1
37,24714.64,0.1321,757.0,233,5,1,43.02,5.71,全职,1
47,38673.61,0.1597,662.0,58,3,1,33.2,103.29,自雇,0
47,25025.67,0.3589,712.0,250,6,2,43.47,63.39,全职,1
42,40737.92,0.1269,674.0,334,6,2,47.18,269.14,全职,0
60,41427.02,0.143,666.0,85,4,2,21.84,25.96,全职,0
57,58447.1,0.2997,690.0,250,6,1,29.93,91.42,兼职,0
54,46822.56,0.2911,681.0,179,8,0,44.69,20.02,全职,0
51,63031.81,0.1243,667.0,206,4,3,27.44,48.91,全职,0
58,59383.52,0.134,677.0,343,6,2,52.42,10.64,全职,1
44,82098.09,0.0783,701.0,148,4,2,40.43,211.89,全职,0
31,75878.72,0.1704,705.0,70,9,1,12.11,156.44,全职,0
26,71974.12,0.0859,682.0,120,5,3,7.07,34.03,全职,0
57,231522.82,0.2236,711.0,252,7,1,20.4,70.94,兼职,0
55,58320.06,0.2085,659.0,92,2,2,7.81,56.74,全职,0
52,179294.64,0.1457,791.0,255,4,2,21.47,29.6,兼职,0
31,60241.04,0.2077,754.0,253,4,0,19.97,61.76,全职,0
40,47031.58,0.5393,718.0,351,7,1,56.87,35.07,全职,1
53,40676.97,0.1491,583.0,287,3,0,30.09,145.52,全职,0
22,104282.92,0.035,710.0,308,4,1,43.92,44.22,自雇,0
26,111329.74,0.3926,663.0,58,3,1,13.58,596.18,兼职,0
25,66164.01,0.2668,631.0,68,3,1,68.29,50.51,全职,0
37,86402.63,0.3854,662.0,85,2,0,41.06,61.12,兼职,0
45,25884.25,0.0953,637.0,273,10,3,28.27,92.59,全职,1
37,22597.85,0.4288,705.0,226,3,4,4.73,126.1,全职,1
23,91414.87,0.3267,761.0,80,2,1,51.57,59.03,全职,1
49,46009.09,0.4552,721.0,113,6,0,82.99,90.59,全职,0
53,71299.97,0.4902,818.0,183,4,3,20.27,65.55,全职,0
48,34247.06,0.1755,602.0,279,6,0,20.6,25.06,兼职,0
41,112251.17,0.3302,655.0,321,2,0,13.29,19.14,全职,1
45,22692.52,0.318,633.0,317,4,1,5.44,109.86,兼职,0
33,24519.09,0.3705,741.0,53,9,1,12.81,248.94,全职,0
56,100927.31,0.0953,669.0,196,10,1,75.76,10.69,全职,0
54,13294.15,0.0261,689.0,292,5,2,47.62,13.01,兼职,0
54,59235.98,0.343,712.0,292,2,2,10.82,12.88,兼职,0
64,46459.54,0.0278,607.0,290,3,1,12.65,118.53,自雇,0
58,33928.95,0.4767,649.0,179,7,2,110.84,128.84,全职,0
33,44357.19,0.1369,730.0,221,6,0,8.88,20.57,兼职,0
24,32088.03,0.1647,653.0,273,4,1,11.33,495.61,兼职,0
22,105992.96,0.2988,594.0,243,2,1,14.24,37.15,全职,1
54,120843.13,0.272,635.0,153,7,1,6.78,229.44,全职,0
61,34791.6,0.2921,666.0,303,6,0,13.07,122.55,全职,1
31,56261.31,0.1701,688.0,272,7,0,13.23,20.94,全职,0
64,25272.24,0.5377,676.0,134,7,3,9.76,35.94,全职,0
50,83828.31,0.1587,649.0,312,3,0,58.11,22.82,自雇,0
34,82743.82,0.2938,727.0,7,3,0,7.9,14.23,全职,0
33,42292.66,0.139,674.0,127,4,2,17.93,42.38,兼职,1
52,49436.41,0.0655,690.0,55,5,0,9.96,16.47,全职,1
23,46775.61,0.4051,652.0,125,2,0,16.98,45.84,全职,1
56,21824.12,0.4045,755.0,158,4,0,9.59,377.27,全职,0
44,106191.79,0.2362,660.0,58,7,5,21.34,109.58,全职,0
38,33407.09,0.2235,684.0,57,5,0,25.98,31.28,兼职,0
47,33520.93,0.0838,732.0,139,6,1,61.67,28.83,自雇,0
29,45469.18,0.4073,694.0,175,4,0,12.54,36.56,全职,0
50,80641.95,0.1433,693.0,107,9,0,73.28,433.17,兼职,0
47,36473.76,0.3425,581.0,210,2,1,10.53,18.39,全职,0
31,18470.08,0.4192,714.0,73,6,0,16.6,54.5,全职,0
47,31460.91,0.2238,683.0,166,4,2,82.42,86.95,全职,1
55,60601.21,0.1826,707.0,356,3,1,204.87,184.1,全职,0
62,146513.84,0.3633,689.0,303,6,0,77.38,39.15,全职,0
28,26109.12,0.2116,652.0,232,7,1,16.8,20.85,全职,0
25,25635.9,0.2812,725.0,326,8,4,30.32,72.93,全职,1
32,23010.42,0.1975,690.0,181,9,0,34.68,203.3,兼职,0
50,21625.7,0.2193,616.0,121,5,1,26.48,41.56,全职,1
57,89576.27,0.5495,745.0,333,4,0,8.97,23.58,全职,0
46,103501.8,0.3703,608.0,202,3,0,24.23,60.96,全职,0
42,53577.15,0.2298,725.0,28,7,1,13.4,10.77,兼职,0
57,38798.76,0.191,754.0,201,4,0,9.26,43.87,兼职,0
31,120038.99,0.1034,625.0,92,8,2,15.66,177.33,兼职,0
58,53474.17,0.2338,674.0,328,8,1,25.85,130.95,全职,0
30,84517.88,0.0299,669.0,355,1,0,44.75,47.28,全职,0
45,37864.74,0.3855,671.0,175,5,0,16.39,286.96,兼职,0
56,50117.32,0.1695,772.0,329,4,2,18.86,368.66,全职,0
56,26405.54,0.4813,625.0,210,3,0,38.21,106.07,全职,1
57,67145.99,0.1985,665.0,183,2,3,21.26,12.58,全职,0
39,53931.44,0.3923,755.0,94,8,0,27.26,8.33,全职,0
60,31342.13,0.2928,664.0,272,8,2,21.38,217.78,全职,1
53,31553.71,0.2858,633.0,136,3,1,23.62,69.74,全职,0
45,109971.8,0.0212,693.0,236,4,1,8.47,280.21,全职,0
44,131378.06,0.4005,720.0,352,12,0,22.15,14.32,全职,1
53,44065.5,0.4592,660.0,264,3,1,62.95,46.47,自雇,0
58,50709.92,0.1901,708.0,134,3,3,22.99,152.81,全职,0
33,59877.57,0.3129,611.0,143,4,1,10.31,26.32,全职,1
34,52786.77,0.2343,614.0,18,3,2,65.45,150.62,全职,0
44,21223.22,0.3046,658.0,230,4,0,35.77,48.29,全职,0
46,60714.35,0.0534,710.0,133,6,3,37.12,56.15,全职,0
56,17258.42,0.3809,718.0,113,4,1,36.32,16.72,全职,0
62,33984.43,0.2783,621.0,138,3,2,8.16,70.2,全职,1
51,63114.99,0.3373,716.0,124,8,0,33.73,489.21,全职,0
38,66170.97,0.2692,688.0,203,2,1,60.81,80.48,兼职,0
41,32694.54,0.2779,636.0,60,3,2,13.68,24.74,全职,1
46,38979.13,0.3531,613.0,249,7,2,4.29,220.42,全职,0
43,36427.59,0.4167,691.0,297,3,0,26.91,25.49,全职,0
34,46563.76,0.2429,744.0,12,7,3,20.62,305.24,自雇,0
40,48368.44,0.1169,682.0,254,5,0,5.82,15.26,全职,0
57,68475.69,0.1637,633.0,84,2,0,32.6,71.72,兼职,1
33,37856.26,0.2937,587.0,19,9,0,30.7,251.22,全职,0
62,59082.98,0.4811,756.0,49,4,1,6.22,22.95,全职,0
40,63165.14,0.2426,732.0,163,3,1,91.05,59.33,全职,0
33,54130.05,0.2765,695.0,91,1,2,36.63,173.69,全职,0
30,43053.43,0.7569,754.0,87,2,1,4.43,5.72,全职,0
28,53654.61,0.7037,691.0,68,6,0,38.67,137.95,全职,0
49,71386.93,0.0983,653.0,36,10,1,37.78,50.0,全职,0
35,74577.37,0.4092,708.0,252,6,2,62.3,230.89,全职,0
52,121502.04,0.3706,639.0,251,6,0,12.19,23.87,全职,0
40,29881.26,0.0382,630.0,139,2,1,39.12,13.64,兼职,1
37,39339.97,0.2339,719.0,354,4,2,16.62,31.72,兼职,0
26,21878.63,0.3692,723.0,167,5,3,12.87,31.07,全职,0
56,78081.21,0.3718,616.0,53,8,2,10.05,44.41,自雇,0
33,41470.86,0.3862,618.0,177,5,1,4.38,34.17,全职,0
46,54344.33,0.3774,658.0,296,3,0,30.95,7.33,全职,1
42,36236.81,0.2184,644.0,300,1,4,16.14,49.65,全职,1
57,41632.98,0.0347,704.0,358,7,0,2.26,68.84,全职,0
44,90363.44,0.1245,682.0,105,7,1,21.33,45.0,全职,0
37,69363.54,0.1176,738.0,136,4,1,50.72,72.74,全职,0
60,46362.16,0.1027,696.0,189,4,0,7.06,59.44,全职,0
63,71962.97,0.4509,648.0,127,4,0,11.36,13.71,全职,1
60,72762.07,0.1661,585.0,341,9,2,28.58,40.41,兼职,0
35,40307.27,0.1935,689.0,46,1,1,2.59,61.18,兼职,0
52,23516.56,0.2995,594.0,4,3,0,13.11,43.07,全职,0
26,31270.15,0.0685,647.0,256,4,0,26.5,12.27,全职,0
56,25077.74,0.3934,644.0,299,3,1,12.82,185.51,全职,0
44,87747.38,0.4255,655.0,149,3,0,7.11,20.65,全职,0
50,95708.04,0.0574,614.0,293,8,1,7.39,15.77,全职,0
64,108357.04,0.4721,644.0,242,11,0,5.53,56.87,全职,0
32,17858.27,0.1039,737.0,274,4,1,12.1,39.81,全职,0
39,83759.13,0.1429,737.0,207,2,0,46.77,99.63,全职,0
33,148167.05,0.4562,757.0,114,3,1,132.89,130.67,自雇,0
30,85476.25,0.3328,681.0,194,4,1,20.68,112.23,兼职,0
31,16720.41,0.4568,694.0,342,2,1,37.14,54.5,全职,1
38,118675.62,0.3051,738.0,169,7,1,9.46,94.94,全职,1
59,50053.34,0.1295,606.0,81,2,1,3.77,11.47,自雇,0
28,43643.1,0.2634,720.0,153,11,0,88.35,163.1,全职,0
34,61423.49,0.2074,745.0,140,5,1,12.48,36.42,全职,0
61,29012.92,0.4482,636.0,313,5,1,35.69,391.48,全职,1
63,49089.05,0.4892,749.0,145,4,1,22.8,168.14,全职,0
30,110217.93,0.214,783.0,322,4,1,44.51,44.82,兼职,0
48,66916.34,0.1788,719.0,121,4,3,43.09,55.78,全职,0
23,50473.35,0.2214,710.0,251,3,1,25.08,178.41,全职,0
26,51267.08,0.4593,624.0,342,5,0,27.39,5.7,全职,1
50,27154.63,0.4236,733.0,310,9,1,52.99,46.51,全职,0
58,45479.0,0.1778,629.0,88,5,1,14.47,299.29,全职,0
59,21651.98,0.5045,698.0,57,2,3,69.72,127.08,兼职,0
40,81733.6,0.185,704.0,62,6,2,11.4,23.62,全职,0
29,16434.61,0.2371,515.0,346,7,0,21.35,74.77,全职,1
22,75165.69,0.1233,700.0,307,5,0,33.23,20.56,全职,0
43,79993.88,0.3367,811.0,279,7,2,5.46,38.8,全职,0
38,94786.5,0.2978,575.0,71,7,1,60.67,76.24,全职,0
28,51196.66,0.0772,677.0,8,8,2,29.39,90.91,全职,0
46,77521.78,0.2708,583.0,93,7,0,281.68,113.23,全职,0
25,45257.64,0.1664,635.0,338,3,0,106.12,187.5,全职,0
57,27082.73,0.3828,584.0,335,4,0,19.91,16.55,全职,1
27,105384.01,0.2821,688.0,151,4,0,83.8,55.93,自雇,0
52,46702.69,0.28,720.0,355,3,1,39.56,23.33,全职,0
40,24227.52,0.0399,700.0,39,7,0,24.16,36.64,全职,0
60,38816.18,0.1077,633.0,358,7,0,5.33,25.68,全职,0
48,39590.23,0.483,650.0,61,3,2,6.43,89.96,全职,0
31,61749.95,0.3898,694.0,253,7,0,20.16,156.49,全职,0
47,158502.2,0.1968,635.0,68,8,1,13.51,165.18,全职,0
40,63653.48,0.1113,614.0,244,3,0,24.05,18.08,全职,0
60,54362.07,0.1552,668.0,169,4,4,60.21,48.26,全职,0
24,167357.6,0.1377,633.0,177,7,0,40.12,17.59,全职,0
34,79973.19,0.2848,701.0,188,1,1,11.51,17.01,全职,0
49,55665.99,0.1506,745.0,259,4,1,42.1,28.17,全职,1
41,38572.47,0.0533,810.0,71,2,1,9.67,76.96,全职,0
49,57417.25,0.2935,697.0,16,2,1,8.05,91.74,兼职,0
29,47420.26,0.2692,712.0,340,5,0,27.26,105.03,自雇,0
62,51313.91,0.1677,650.0,56,6,0,10.47,98.73,全职,0
60,94579.99,0.0344,653.0,217,5,2,12.02,23.39,全职,0
22,37415.45,0.3958,744.0,106,4,0,44.49,178.17,全职,0
24,63371.55,0.1615,666.0,303,5,1,33.99,121.91,全职,0
34,78784.38,0.4248,684.0,172,7,0,14.92,36.14,全职,1
49,35205.01,0.1354,741.0,218,4,0,5.47,37.53,全职,0
46,32490.05,0.008,667.0,246,2,1,11.15,28.29,兼职,0
54,45470.95,0.4477,755.0,217,9,0,94.98,15.0,全职,1
59,38916.95,0.1542,709.0,30,4,1,43.52,106.27,全职,1
27,87218.03,0.0604,703.0,46,3,1,62.73,124.22,兼职,0
53,29706.34,0.3104,648.0,133,4,1,24.65,21.63,全职,0
42,50728.12,0.3834,705.0,107,4,0,15.17,15.93,全职,0
37,175084.53,0.132,659.0,71,6,2,41.44,21.4,全职,0
42,60266.29,0.4208,703.0,326,4,0,56.01,60.96,全职,1
32,65489.5,0.5905,675.0,107,6,0,13.68,13.71,全职,0
58,87582.92,0.4465,728.0,308,9,2,11.35,168.65,全职,0
57,38891.28,0.3944,678.0,271,3,3,5.95,158.85,全职,0
56,28546.52,0.321,782.0,170,3,0,11.13,83.46,全职,0
40,53543.82,0.3414,666.0,115,8,0,34.3,122.7,全职,0
41,55977.32,0.3743,653.0,328,6,3,12.47,57.9,兼职,0
39,21826.82,0.0554,697.0,73,1,0,42.33,86.93,全职,0
62,59132.5,0.2146,734.0,255,7,0,96.91,14.88,全职,0
35,83694.22,0.7229,734.0,80,5,1,20.49,219.31,全职,0
36,31055.34,0.2178,688.0,267,7,0,19.83,33.54,全职,0
52,60948.1,0.0777,697.0,127,5,1,31.15,48.0,全职,0
22,76583.11,0.3489,697.0,325,2,1,12.69,656.68,兼职,0
24,65731.87,0.0669,626.0,234,6,3,11.97,43.82,全职,0
37,68906.32,0.2446,731.0,40,7,4,12.26,114.37,兼职,0
44,43373.32,0.2731,617.0,180,5,0,8.03,91.33,兼职,1
32,27896.26,0.407,626.0,156,6,0,41.26,14.4,自雇,1
33,39199.79,0.174,683.0,58,5,2,13.5,20.09,全职,1
31,36569.56,0.0246,664.0,344,6,0,48.87,418.17,自雇,0
53,47092.57,0.2737,720.0,248,3,1,30.67,97.43,全职,1
37,84680.06,0.3507,702.0,191,4,1,19.72,53.68,全职,0
29,25440.05,0.3865,687.0,23,5,1,38.39,31.96,全职,1
59,52687.05,0.0416,624.0,79,8,0,9.44,75.19,自雇,0
33,28804.85,0.3286,681.0,133,10,2,10.76,82.69,全职,0
45,33859.56,0.223,677.0,212,5,1,35.55,68.48,全职,0
49,64820.06,0.2123,691.0,347,3,2,3.47,159.01,全职,0
29,27038.78,0.052,658.0,165,7,1,20.32,22.95,全职,0
49,70765.17,0.0858,706.0,347,2,3,32.21,20.07,全职,0
57,24932.26,0.1965,663.0,336,6,0,57.32,154.95,兼职,0
47,68424.77,0.0152,701.0,70,6,0,67.52,451.55,自雇,0
29,22589.36,0.5128,720.0,213,6,1,18.1,126.8,兼职,0
49,35993.5,0.0071,653.0,64,5,2,37.2,199.89,全职,0
49,126531.58,0.1479,641.0,220,0,0,10.55,50.66,全职,0
58,115182.51,0.319,704.0,307,6,0,14.09,71.24,全职,0
62,39884.29,0.3374,614.0,285,4,0,59.99,70.29,全职,0
57,59574.34,0.209,736.0,184,6,0,19.45,51.65,全职,0
48,89503.59,0.0463,681.0,206,3,1,22.82,223.92,兼职,0
38,68916.31,0.0764,674.0,98,6,0,8.79,166.64,全职,0
30,42756.13,0.6078,707.0,241,3,1,28.16,36.63,兼职,0
54,33714.47,0.3204,704.0,157,5,1,36.72,10.53,自雇,1
41,75663.53,0.5216,680.0,97,2,2,35.82,51.24,全职,1
34,86279.88,0.3065,724.0,41,4,2,7.62,17.21,自雇,0
49,115595.34,0.535,646.0,138,7,0,44.7,55.91,兼职,1
50,21086.23,0.4468,716.0,282,6,1,9.04,18.62,全职,1
34,26197.98,0.1589,626.0,226,7,1,19.67,191.81,全职,0
56,87637.28,0.3196,706.0,71,6,0,5.5,108.25,全职,0
27,22566.79,0.1175,664.0,242,2,0,17.4,105.65,全职,0
39,91060.1,0.0923,614.0,17,0,0,9.0,159.52,全职,0
26,44025.92,0.1346,693.0,76,4,0,14.03,80.73,全职,0
46,37780.3,0.4376,678.0,44,5,0,21.07,94.33,全职,1
23,54323.61,0.1679,603.0,342,2,0,38.93,229.22,全职,0
31,25017.12,0.2732,574.0,139,3,0,37.88,47.73,全职,0
51,74013.84,0.1666,672.0,176,6,1,3.1,99.99,全职,0
26,114098.63,0.1544,761.0,221,9,0,34.56,19.05,全职,1
54,75757.15,0.5031,696.0,91,6,0,23.69,59.1,全职,1
22,43336.29,0.4352,647.0,21,4,3,12.83,522.84,全职,0
39,22719.57,0.5005,734.0,171,2,1,9.93,123.33,兼职,0
53,23160.56,0.5812,725.0,91,6,0,19.11,50.1,全职,0
32,25214.6,0.223,744.0,191,7,3,24.15,71.13,全职,0
42,48720.78,0.1496,714.0,76,2,1,27.18,53.46,全职,0
47,51880.59,0.3703,724.0,280,6,1,17.15,68.83,全职,0
46,75676.41,0.1698,717.0,178,8,1,2.67,36.63,全职,0
43,19969.98,0.2557,656.0,237,4,1,13.51,89.56,全职,0
48,94429.15,0.1953,598.0,134,6,1,7.79,92.79,兼职,1
34,69369.54,0.0943,654.0,279,6,0,103.98,54.96,兼职,0
54,41630.23,0.4591,735.0,18,1,1,21.06,62.81,全职,0
55,27041.26,0.2633,661.0,82,7,1,36.34,76.77,兼职,0
62,91543.57,0.4633,673.0,227,6,1,33.38,32.23,全职,0
56,42190.61,0.3183,622.0,264,5,0,25.75,88.7,自雇,0
22,48532.58,0.4599,652.0,111,3,2,14.4,119.12,全职,1
42,59385.54,0.1667,680.0,250,7,1,13.0,236.24,全职,1
27,31051.44,0.5919,705.0,163,4,0,3.99,75.07,全职,0
49,42570.2,0.4855,657.0,357,2,1,22.51,31.32,全职,1
38,75558.2,0.0757,654.0,167,7,1,25.54,49.26,兼职,0
26,71829.32,0.2826,722.0,220,5,2,19.33,17.41,全职,1
52,72153.68,0.1124,696.0,303,8,0,22.53,113.0,全职,0
26,27512.9,0.6671,702.0,190,7,0,7.65,6.96,全职,1
59,43551.95,0.553,756.0,324,5,0,15.88,152.12,全职,0
24,40207.27,0.6747,655.0,169,4,2,11.94,171.63,全职,0
44,60632.69,0.2847,678.0,44,3,1,34.19,2.91,自雇,1
58,57978.58,0.2776,708.0,13,9,2,20.76,195.45,兼职,0
58,52982.33,0.346,636.0,230,4,0,12.04,152.52,全职,0
31,168192.93,0.4992,691.0,156,8,1,17.67,40.85,全职,1
31,42387.0,0.116,681.0,133,4,1,8.74,16.58,全职,0
40,39978.15,0.2571,819.0,36,2,1,15.45,23.62,兼职,0
38,27491.31,0.4417,685.0,52,2,1,32.01,25.57,自雇,0
42,22721.71,0.5724,738.0,17,5,2,6.92,203.58,全职,0
35,26631.27,0.3451,721.0,37,8,2,19.13,34.85,兼职,0
30,34223.2,0.5416,622.0,186,5,0,11.02,135.01,全职,0
22,94375.48,0.6424,603.0,195,6,0,6.92,48.23,全职,0
34,49990.18,0.2151,692.0,242,3,3,89.32,57.69,自雇,0
25,53996.0,0.3415,743.0,299,5,1,54.76,11.34,全职,1
22,46717.0,0.3205,694.0,302,8,1,12.45,17.34,全职,0
61,58844.31,0.2886,684.0,34,4,2,15.93,198.96,全职,0
53,98818.1,0.2947,666.0,214,5,2,3.98,46.72,全职,0
55,18088.55,0.2978,614.0,218,1,1,5.62,73.75,全职,1
49,90144.45,0.0504,632.0,315,5,2,8.15,332.41,自雇,1
52,13939.49,0.2616,599.0,89,6,1,19.55,48.06,全职,0
29,49716.96,0.3865,625.0,307,3,0,18.32,45.41,兼职,1
60,146671.94,0.381,654.0,251,6,1,26.19,182.38,全职,0
47,68894.32,0.123,719.0,7,5,1,34.57,55.28,全职,0
55,59073.01,0.4781,658.0,255,5,1,25.09,75.19,自雇,1
24,133382.07,0.3691,693.0,207,6,1,8.46,147.94,全职,0
33,34491.51,0.3383,687.0,130,6,0,26.03,54.6,全职,1
22,60899.71,0.1696,705.0,223,7,0,33.39,120.01,全职,0
26,65451.1,0.3396,628.0,196,6,2,14.27,48.63,全职,1
51,37752.2,0.2132,733.0,141,5,5,4.59,145.64,全职,1
51,39456.14,0.5276,610.0,251,6,1,51.79,83.21,兼职,1
38,37350.83,0.0914,658.0,95,6,1,21.56,43.58,自雇,0
44,51208.33,0.3264,679.0,25,5,1,2.19,58.81,全职,0
36,64430.72,0.172,718.0,110,10,1,105.24,4.74,兼职,0
58,52136.22,0.2212,749.0,122,4,2,13.69,180.15,兼职,0
42,69893.71,0.2199,718.0,185,8,1,141.35,15.57,兼职,0
35,18314.1,0.16,751.0,167,6,2,27.16,18.74,全职,0
23,43952.92,0.0509,639.0,50,4,2,17.08,35.23,全职,0
32,29386.49,0.3865,740.0,4,5,0,23.26,9.09,全职,1
60,57003.12,0.1517,731.0,76,4,1,11.39,87.15,全职,0
59,56582.71,0.3776,560.0,159,6,1,21.1,78.34,全职,0
55,46267.22,0.2862,669.0,207,2,2,100.33,33.56,全职,0
59,63268.29,0.1598,710.0,256,2,2,9.79,27.71,全职,0
55,80733.3,0.093,654.0,204,9,1,30.77,27.29,全职,0
39,47559.64,0.3758,626.0,254,1,3,11.29,100.97,全职,0
51,28973.95,0.2416,786.0,10,3,2,17.56,11.09,全职,0
36,22233.85,0.2207,686.0,7,4,0,97.64,36.27,兼职,0
48,49913.91,0.1772,687.0,31,3,0,30.61,11.83,全职,0
55,55322.41,0.3195,615.0,27,2,0,36.47,117.77,兼职,1
59,30189.16,0.4761,649.0,205,6,0,21.26,39.01,自雇,0
54,70465.85,0.0101,635.0,227,2,0,173.54,94.33,兼职,0
45,38968.99,0.1194,734.0,127,7,1,9.4,190.48,兼职,0
36,21413.64,0.2401,705.0,254,10,0,5.68,193.72,自雇,0
51,91878.12,0.2326,651.0,211,1,0,77.39,19.65,全职,0
63,86854.88,0.4053,708.0,238,2,0,14.8,74.4,自雇,1
38,17893.63,0.2464,667.0,206,4,0,27.89,167.57,兼职,0
26,37000.99,0.5285,692.0,317,4,4,79.29,109.56,兼职,1
50,36286.76,0.4431,691.0,282,8,0,28.19,120.94,全职,1
25,111273.27,0.257,701.0,244,6,0,119.66,9.18,全职,0
31,46646.52,0.2231,695.0,44,2,1,22.4,107.89,全职,0
38,23203.56,0.5079,701.0,104,6,1,11.4,24.71,全职,0
31,76195.1,0.225,743.0,347,8,0,3.06,106.13,兼职,0
38,26492.37,0.2371,712.0,280,8,3,25.54,103.84,全职,0
41,43037.61,0.0387,663.0,233,2,3,3.36,98.49,全职,0
45,33360.09,0.0293,675.0,188,5,2,26.04,48.88,全职,0
26,37040.69,0.5592,742.0,43,4,3,64.56,203.59,全职,1
55,78325.54,0.2341,686.0,224,3,2,19.81,90.95,全职,1
27,104889.75,0.3278,661.0,141,8,0,23.38,75.3,全职,0
23,25921.18,0.1027,648.0,135,3,1,41.78,21.45,全职,0
34,67039.56,0.4656,694.0,175,7,1,34.32,81.13,全职,1
64,33983.26,0.192,637.0,141,2,2,50.83,394.93,全职,1
64,34515.51,0.3747,744.0,79,1,0,19.78,13.6,自雇,0
32,62649.95,0.2455,628.0,81,5,1,3.32,113.31,兼职,0
44,29320.69,0.2324,754.0,134,4,0,51.46,128.54,兼职,0
37,62025.53,0.3559,666.0,206,4,4,16.59,306.59,全职,1
52,70619.15,0.2987,626.0,343,4,0,9.95,112.81,全职,0
32,39487.28,0.382,689.0,176,3,0,26.28,55.18,全职,0
37,95181.33,0.1076,632.0,242,0,2,23.32,83.31,自雇,0
29,25941.2,0.2112,682.0,54,2,1,11.03,41.76,兼职,0
25,96057.58,0.5623,651.0,140,3,2,7.18,184.8,全职,1
61,18545.94,0.0903,727.0,55,4,2,29.22,11.6,兼职,0
25,189067.06,0.2446,687.0,14,2,2,10.18,33.52,全职,0
46,40010.57,0.1664,621.0,184,6,0,22.01,85.3,全职,0
24,27415.02,0.2238,650.0,313,5,1,27.08,176.08,全职,0
53,43637.15,0.2417,715.0,87,1,2,43.58,53.85,全职,1
24,29049.63,0.1962,744.0,96,8,1,109.43,24.97,全职,0
48,59485.19,0.393,678.0,143,6,3,24.28,44.22,兼职,0
50,97132.24,0.1954,628.0,7,1,2,14.29,37.83,全职,1
53,29830.06,0.1388,733.0,214,9,3,75.7,39.61,全职,0
40,65493.07,0.3457,715.0,172,3,0,46.45,35.33,自雇,1
42,22779.87,0.0277,745.0,222,9,1,22.98,35.35,全职,0
26,82164.4,0.0362,695.0,39,4,0,24.27,9.82,全职,0
39,60362.19,0.1824,654.0,181,3,0,20.52,73.71,全职,0
49,83959.65,0.4098,706.0,269,7,0,22.87,107.2,全职,1
63,46111.91,0.4179,696.0,186,5,0,18.51,244.3,全职,1
43,39435.5,0.1983,651.0,244,6,1,9.21,129.08,全职,1
42,73722.16,0.0775,690.0,308,3,1,20.23,122.65,全职,0
27,25488.32,0.3332,670.0,230,7,1,81.93,73.41,全职,0
22,20508.36,0.0761,717.0,154,5,2,10.46,9.37,兼职,1
26,48899.33,0.3531,705.0,174,8,1,16.17,72.25,兼职,1
62,40344.15,0.0438,627.0,335,7,4,9.84,61.09,兼职,1
33,64661.2,0.367,622.0,114,3,1,50.7,152.91,全职,0
47,84607.29,0.2302,676.0,310,5,1,39.01,96.3,全职,0
55,63991.6,0.4333,682.0,299,9,2,7.22,47.95,兼职,0
35,81304.09,0.1819,718.0,17,5,0,4.0,386.89,全职,0
47,57556.72,0.2158,706.0,271,6,0,40.15,127.54,全职,1
48,62774.1,0.2147,753.0,11,4,1,6.88,76.7,兼职,0
30,46243.28,0.3994,657.0,300,6,3,38.96,86.08,全职,0
